date,metric
2020-3-23,1.0611249999999999
2020-3-24,1.0289284756370138
2020-3-25,1.0292328293736501
2020-3-26,1.0501397898583829
2020-3-27,1.0442640823743186
2020-3-28,1.0751533101045296
2020-3-29,1.001111111111111
2020-3-30,1.0483596442468037
2020-3-31,1.0226341463414634
